# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = dcf_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 2626239156
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,terminal_growth,discount_rate,years.1,years.2,years.3,years.4,cashflows.1,cashflows.2,cashflows.3,cashflows.4,value
-7.8479,0.98939,0.723599,2,3,0,9.60116,0.0391475,0.177523,2010,2011,2012,2013,-100,-50,150,500,2571.71
-7.29164,0.98241,0.723599,3,15,0,8.5661,0.0606597,0.0486078,2010,2011,2012,2013,-100,-50,150,500,-37741.6
-7.39669,0.966338,0.723599,2,3,0,7.87188,0.0840655,0.0932032,2010,2011,2012,2013,-100,-50,150,500,45765.4
-9.85946,0.722169,0.723599,2,3,0,10.1555,0.0171946,0.0182519,2010,2011,2012,2013,-100,-50,150,500,456089
-10.3482,0.992661,0.723599,2,3,0,10.8169,0.0127199,0.0230472,2010,2011,2012,2013,-100,-50,150,500,46253.1
-10.4911,0.992045,0.723599,1,1,0,10.8091,0.0126654,0.0214291,2010,2011,2012,2013,-100,-50,150,500,54679.9
-9.52659,1,0.723599,1,1,0,10.5084,0.0133551,0.0361708,2010,2011,2012,2013,-100,-50,150,500,20402.8
-9.73886,0.971897,0.723599,2,3,0,12.0371,0.0116035,0.148745,2010,2011,2012,2013,-100,-50,150,500,2732.97
-8.56684,0.967872,0.723599,2,3,0,10.4811,0.0232915,0.0286252,2010,2011,2012,2013,-100,-50,150,500,88590.7
-7.65103,1,0.723599,2,3,0,8.54962,0.0421155,0.0368049,2010,2011,2012,2013,-100,-50,150,500,-87593.1
-7.0347,0.947351,0.723599,2,3,0,8.36371,0.0719076,0.124097,2010,2011,2012,2013,-100,-50,150,500,7556.16
-6.92551,0.965323,0.723599,1,3,0,7.34533,0.0433967,0.0932385,2010,2011,2012,2013,-100,-50,150,500,8373.32
-6.98578,0.933381,0.723599,2,3,0,7.35165,0.0661712,0.131484,2010,2011,2012,2013,-100,-50,150,500,5952.65
-6.94154,0.971483,0.723599,1,3,0,7.27374,0.0428893,0.0900455,2010,2011,2012,2013,-100,-50,150,500,8904
-9.94023,0.558483,0.723599,2,3,0,10.0677,0.024446,0.195939,2010,2011,2012,2013,-100,-50,150,500,2001.54
-6.94133,0.994931,0.723599,2,3,0,9.36512,0.0672155,0.119485,2010,2011,2012,2013,-100,-50,150,500,7607.79
-7.34305,0.930256,0.723599,2,3,0,7.44324,0.0302649,0.139571,2010,2011,2012,2013,-100,-50,150,500,3494.08
-7.07901,0.942534,0.723599,2,3,0,7.98764,0.0577556,0.0616077,2010,2011,2012,2013,-100,-50,150,500,115157
-7.56698,0.90606,0.723599,2,3,0,7.92194,0.0273311,0.0602565,2010,2011,2012,2013,-100,-50,150,500,13495.1
-7.14446,0.974873,0.723599,2,3,0,8.19941,0.0481428,0.151926,2010,2011,2012,2013,-100,-50,150,500,3600.38
-6.90428,0.957782,0.723599,2,3,0,7.56443,0.0594098,0.0833433,2010,2011,2012,2013,-100,-50,150,500,17782.1
-7.11584,0.975398,0.723599,2,3,0,7.14717,0.0334799,0.116554,2010,2011,2012,2013,-100,-50,150,500,4803.31
-7.25064,0.897198,0.723599,2,7,0,7.89663,0.0609953,0.0509306,2010,2011,2012,2013,-100,-50,150,500,-44992.2
-7.18104,0.836118,0.723599,2,3,0,8.99985,0.064783,0.0572393,2010,2011,2012,2013,-100,-50,150,500,-59311.1
-6.92138,0.999568,0.723599,2,3,0,7.25337,0.0462095,0.0859112,2010,2011,2012,2013,-100,-50,150,500,10661.2
-6.92138,0.59893,0.723599,2,3,0,8.88592,0.0462095,0.0859112,2010,2011,2012,2013,-100,-50,150,500,10661.2
-6.92138,0.671732,0.723599,2,3,0,8.56318,0.0462095,0.0859112,2010,2011,2012,2013,-100,-50,150,500,10661.2
-7.25768,0.806179,0.723599,2,3,0,8.29913,0.0327303,0.138817,2010,2011,2012,2013,-100,-50,150,500,3605.87
-7.57254,0.834586,0.723599,2,3,0,8.59394,0.0622634,0.0374344,2010,2011,2012,2013,-100,-50,150,500,-18719.5
-7.86974,0.959083,0.723599,2,3,0,8.29817,0.0862352,0.157895,2010,2011,2012,2013,-100,-50,150,500,5172.91
-7.21152,0.99797,0.723599,2,3,0,8.30474,0.0565741,0.0522261,2010,2011,2012,2013,-100,-50,150,500,-103877
-6.98693,0.893744,0.723599,2,3,0,8.30597,0.0529985,0.0702457,2010,2011,2012,2013,-100,-50,150,500,25293.8
-8.19516,0.854331,0.723599,2,3,0,8.20831,0.0885981,0.166309,2010,2011,2012,2013,-100,-50,150,500,4697.38
-7.70813,1,0.723599,2,3,0,8.27061,0.0316447,0.0430828,2010,2011,2012,2013,-100,-50,150,500,40167
-7.35303,1,0.723599,2,7,0,8.07127,0.0782118,0.0643325,2010,2011,2012,2013,-100,-50,150,500,-31816.1
-7.6021,0.787783,0.723599,1,3,0,9.45761,0.0242875,0.138623,2010,2011,2012,2013,-100,-50,150,500,3344.88
-7.44909,1,0.723599,2,3,0,7.59039,0.0825845,0.0710531,2010,2011,2012,2013,-100,-50,150,500,-37813.7
-8.10054,0.96577,0.723599,2,3,0,8.1161,0.0876819,0.0449698,2010,2011,2012,2013,-100,-50,150,500,-10730.9
-8.88891,0.913385,0.723599,1,1,0,8.92157,0.0911009,0.029122,2010,2011,2012,2013,-100,-50,150,500,-7624.11
-7.64346,0.997108,0.723599,2,7,0,9.09423,0.086967,0.134269,2010,2011,2012,2013,-100,-50,150,500,8188.48
-7.51501,1,0.723599,2,3,0,7.94719,0.0747901,0.162627,2010,2011,2012,2013,-100,-50,150,500,4179.22
-7.69125,0.97948,0.723599,2,3,0,8.26421,0.0304468,0.164433,2010,2011,2012,2013,-100,-50,150,500,2719.89
-7.67164,1,0.723599,2,3,0,8.14218,0.0452736,0.0350117,2010,2011,2012,2013,-100,-50,150,500,-45491.5
-7.9593,0.960461,0.723599,1,1,0,8.03554,0.038041,0.0302598,2010,2011,2012,2013,-100,-50,150,500,-60545.5
-10.5904,0.642659,0.723599,2,3,0,11.2005,0.0990315,0.168531,2010,2011,2012,2013,-100,-50,150,500,5235.81
-9.61237,1,0.723599,2,3,0,10.6221,0.0976617,0.163689,2010,2011,2012,2013,-100,-50,150,500,5559.85
-6.99007,0.991537,0.723599,3,7,0,9.68701,0.0545845,0.140315,2010,2011,2012,2013,-100,-50,150,500,4456.76
-9.78719,0.653817,0.723599,2,3,0,9.80982,0.0406602,0.19718,2010,2011,2012,2013,-100,-50,150,500,2191.75
-8.84873,0.859383,0.723599,3,7,0,11.8507,0.0572508,0.0166278,2010,2011,2012,2013,-100,-50,150,500,-11913
-7.06128,0.991096,0.723599,2,3,0,8.69737,0.0685804,0.072494,2010,2011,2012,2013,-100,-50,150,500,111057
-6.97765,0.959388,0.723599,1,3,0,7.43028,0.0501696,0.13754,2010,2011,2012,2013,-100,-50,150,500,4394.52
-7.52122,0.803854,0.723599,1,3,0,8.26569,0.0488813,0.0389208,2010,2011,2012,2013,-100,-50,150,500,-46516.7
-6.86791,0.92888,0.723599,2,3,0,8.36548,0.0567773,0.0900469,2010,2011,2012,2013,-100,-50,150,500,12628.7
-7.23857,0.924732,0.723599,1,3,0,7.30723,0.0740951,0.0646646,2010,2011,2012,2013,-100,-50,150,500,-46789.3
-9.74473,0.585297,0.723599,2,3,0,10.0565,0.0555607,0.197358,2010,2011,2012,2013,-100,-50,150,500,2422.4
-9.22299,1,0.723599,1,1,0,9.78505,0.0575376,0.19549,2010,2011,2012,2013,-100,-50,150,500,2499.12
-9.83232,0.9577,0.723599,6,71,0,10.5111,0.0856859,0.19543,2010,2011,2012,2013,-100,-50,150,500,3151.3
-9.02659,1,0.723599,2,3,0,10.3647,0.0476592,0.194345,2010,2011,2012,2013,-100,-50,150,500,2352.88
-7.0295,1,0.723599,2,3,0,8.70123,0.0446378,0.0713869,2010,2011,2012,2013,-100,-50,150,500,16268.3
-8.14346,0.703113,0.723599,1,3,0,9.17295,0.028949,0.178032,2010,2011,2012,2013,-100,-50,150,500,2382.37
-9.70874,0.993777,0.723599,2,3,0,9.89977,0.0784542,0.0137823,2010,2011,2012,2013,-100,-50,150,500,-7525.92
-6.87821,0.933811,0.723599,2,5,0,10.7257,0.0622835,0.0953376,2010,2011,2012,2013,-100,-50,150,500,12587.5
-7.61186,0.864519,0.723599,2,3,0,7.70325,0.0283155,0.0541682,2010,2011,2012,2013,-100,-50,150,500,17391.3
-7.96336,0.980929,0.723599,2,7,0,8.62318,0.0909776,0.134672,2010,2011,2012,2013,-100,-50,150,500,8860.34
-11.3865,0.395795,0.723599,2,3,0,12.5748,0.041802,0.0105534,2010,2011,2012,2013,-100,-50,150,500,-15670.9
-9.02104,0.991462,0.723599,2,7,0,12.0364,0.0885941,0.023025,2010,2011,2012,2013,-100,-50,150,500,-7291.71
-10.1563,0.981473,0.723599,2,3,0,10.2665,0.0892959,0.0142106,2010,2011,2012,2013,-100,-50,150,500,-6477.27
-7.14503,1,0.723599,2,3,0,9.68766,0.0324991,0.0930119,2010,2011,2012,2013,-100,-50,150,500,6896.1
-9.28549,0.778941,0.723599,3,15,0,9.72945,0.0980016,0.107361,2010,2011,2012,2013,-100,-50,150,500,43544.6
-9.50756,0.811233,0.723599,2,7,0,10.9233,0.0948341,0.183271,2010,2011,2012,2013,-100,-50,150,500,4002.9
-12.5329,1,0.723599,2,3,0,13.2599,0.099174,0.0145134,2010,2011,2012,2013,-100,-50,150,500,-5741.71
-8.28094,1,0.723599,2,3,0,12.1741,0.0938666,0.080415,2010,2011,2012,2013,-100,-50,150,500,-31860.8
-8.6122,0.958858,0.723599,4,31,0,8.87184,0.0944307,0.154103,2010,2011,2012,2013,-100,-50,150,500,6260.17
-8.09783,1,0.723599,2,3,0,8.90651,0.0925081,0.0803075,2010,2011,2012,2013,-100,-50,150,500,-35132.8
-7.75986,0.935347,0.723599,2,3,0,9.13007,0.0224124,0.0668989,2010,2011,2012,2013,-100,-50,150,500,9858.96
-7.17747,1,0.723599,2,3,0,7.9229,0.0719128,0.143938,2010,2011,2012,2013,-100,-50,150,500,5275.86
-6.84289,0.996118,0.723599,1,3,0,7.1879,0.0567184,0.106236,2010,2011,2012,2013,-100,-50,150,500,8228.55
-6.90944,0.982726,0.723599,1,3,0,6.93372,0.0495748,0.126688,2010,2011,2012,2013,-100,-50,150,500,5081.55
-6.9106,0.981165,0.723599,2,7,0,7.05092,0.0524284,0.0809794,2010,2011,2012,2013,-100,-50,150,500,14969.1
-9.56512,0.672823,0.723599,3,11,0,9.65762,0.0189975,0.019096,2010,2011,2012,2013,-100,-50,150,500,4.88451e+06
-7.23808,1,0.723599,2,3,0,9.26802,0.0804236,0.115521,2010,2011,2012,2013,-100,-50,150,500,11424.1
-7.37864,0.985054,0.723599,2,3,0,7.57252,0.0260683,0.0989696,2010,2011,2012,2013,-100,-50,150,500,5657.59
-7.08521,1,0.723599,2,3,0,7.4214,0.0757409,0.098206,2010,2011,2012,2013,-100,-50,150,500,18433
-6.90974,0.861724,0.723599,2,3,0,8.20055,0.0646905,0.0913082,2010,2011,2012,2013,-100,-50,150,500,15752.8
-6.87675,1,0.723599,2,3,0,6.91175,0.0634023,0.104995,2010,2011,2012,2013,-100,-50,150,500,9823.05
-8.23758,0.64832,0.723599,1,3,0,9.12317,0.027917,0.179314,2010,2011,2012,2013,-100,-50,150,500,2340.07
-7.79231,1,0.723599,2,3,0,8.51407,0.0628679,0.0313227,2010,2011,2012,2013,-100,-50,150,500,-14909.5
-7.58945,0.964709,0.723599,2,3,0,8.62828,0.0310615,0.160394,2010,2011,2012,2013,-100,-50,150,500,2839.42
-8.09347,0.979502,0.723599,2,3,0,8.23799,0.0891697,0.050854,2010,2011,2012,2013,-100,-50,150,500,-11828.8
-6.95122,0.953741,0.723599,3,15,0,9.65181,0.0555681,0.135634,2010,2011,2012,2013,-100,-50,150,500,4814.52
-6.97907,0.96073,0.723599,2,7,0,7.24889,0.0603668,0.0726225,2010,2011,2012,2013,-100,-50,150,500,35443.9
-6.90612,1,0.723599,1,1,0,6.97009,0.0617377,0.0856921,2010,2011,2012,2013,-100,-50,150,500,17689.3
-7.61585,0.671395,0.723599,2,3,0,9.28914,0.0834273,0.05914,2010,2011,2012,2013,-100,-50,150,500,-18365.6
-6.95409,0.977723,0.723599,1,3,0,8.09341,0.0427892,0.0870538,2010,2011,2012,2013,-100,-50,150,500,9539.92
-6.97761,0.885506,0.723599,2,3,0,7.73635,0.0665401,0.0805871,2010,2011,2012,2013,-100,-50,150,500,30465.9
-8.08073,0.843577,0.723599,2,3,0,8.25724,0.0192376,0.0610421,2010,2011,2012,2013,-100,-50,150,500,10610
-8.87825,0.861699,0.723599,3,15,0,10.7395,0.0941354,0.169764,2010,2011,2012,2013,-100,-50,150,500,4798.46
-9.99027,0.845099,0.723599,2,3,0,11.9113,0.0753114,0.197406,2010,2011,2012,2013,-100,-50,150,500,2819.08
-9.15846,0.720736,0.723599,3,11,0,12.3262,0.0436399,0.194861,2010,2011,2012,2013,-100,-50,150,500,2279.13
-8.24396,0.9893,0.723599,4,31,0,9.94548,0.0254186,0.17653,2010,2011,2012,2013,-100,-50,150,500,2356.26
-8.06772,1,0.723599,1,1,0,8.37727,0.0265003,0.172858,2010,2011,2012,2013,-100,-50,150,500,2449.91
-7.97204,1,0.723599,2,7,0,8.39291,0.0200831,0.146284,2010,2011,2012,2013,-100,-50,150,500,2985.79
-8.3825,0.97981,0.723599,2,7,0,8.57351,0.093988,0.0692895,2010,2011,2012,2013,-100,-50,150,500,-17721.1
-8.13015,1,0.723599,1,1,0,8.44817,0.0924733,0.0748061,2010,2011,2012,2013,-100,-50,150,500,-24515.3
-6.86143,1,0.723599,2,3,0,7.96313,0.0559407,0.0917229,2010,2011,2012,2013,-100,-50,150,500,11704.1
-6.87997,0.762896,0.723599,3,7,0,8.36907,0.0481375,0.116658,2010,2011,2012,2013,-100,-50,150,500,5827.6
-9.40429,0.652374,0.723599,2,3,0,9.49556,0.0946443,0.181928,2010,2011,2012,2013,-100,-50,150,500,4065.75
-10.2303,0.949653,0.723599,1,1,0,10.3176,0.0958741,0.190349,2010,2011,2012,2013,-100,-50,150,500,3698.97
-9.1365,0.995115,0.723599,3,7,0,11.4922,0.0125646,0.0764568,2010,2011,2012,2013,-100,-50,150,500,6736.51
-8.31593,0.985108,0.723599,3,7,0,9.22818,0.0937857,0.136499,2010,2011,2012,2013,-100,-50,150,500,9035.17
-7.9572,0.966274,0.723599,4,15,0,9.18695,0.0887319,0.0572904,2010,2011,2012,2013,-100,-50,150,500,-14238.9
-7.98462,0.996665,0.723599,4,19,0,8.25325,0.0893946,0.150899,2010,2011,2012,2013,-100,-50,150,500,6107.31
-7.84078,0.988029,0.723599,2,3,0,8.59172,0.0569092,0.0295197,2010,2011,2012,2013,-100,-50,150,500,-17230.4
-6.9163,0.985684,0.723599,1,3,0,7.80466,0.0572182,0.0798603,2010,2011,2012,2013,-100,-50,150,500,18919.6
-7.02942,0.945245,0.723599,2,3,0,7.2452,0.0371374,0.117222,2010,2011,2012,2013,-100,-50,150,500,4977.37
-7.20644,0.979988,0.723599,2,7,0,7.28108,0.079815,0.109877,2010,2011,2012,2013,-100,-50,150,500,13478.8
-7.81213,0.810817,0.723599,3,11,0,8.82403,0.0247758,0.0521099,2010,2011,2012,2013,-100,-50,150,500,16513.1
-8.60812,0.972913,0.723599,2,3,0,8.66758,0.016614,0.0470093,2010,2011,2012,2013,-100,-50,150,500,14995
-7.30082,1,0.723599,2,3,0,8.50638,0.0597516,0.162104,2010,2011,2012,2013,-100,-50,150,500,3585.34
-8.45806,0.849404,0.723599,3,11,0,8.81199,0.0952144,0.0936982,2010,2011,2012,2013,-100,-50,150,500,-275707
-8.00978,1,0.723599,1,1,0,8.45962,0.0921482,0.0902316,2010,2011,2012,2013,-100,-50,150,500,-219501
-7.69554,0.962737,0.723599,2,3,0,8.68081,0.0830394,0.0525947,2010,2011,2012,2013,-100,-50,150,500,-14835.1
-7.2402,1,0.723599,1,1,0,7.6196,0.0767162,0.0713791,2010,2011,2012,2013,-100,-50,150,500,-81632
-7.13159,0.96481,0.723599,2,7,0,7.83915,0.0465877,0.150051,2010,2011,2012,2013,-100,-50,150,500,3623.76
-7.75683,0.939102,0.723599,2,7,0,7.78726,0.0745183,0.0373595,2010,2011,2012,2013,-100,-50,150,500,-12512.8
-8.50936,0.993469,0.723599,2,3,0,8.76858,0.038975,0.189117,2010,2011,2012,2013,-100,-50,150,500,2319.19
-7.63015,1,0.723599,2,3,0,8.78039,0.0489187,0.0353709,2010,2011,2012,2013,-100,-50,150,500,-34436.3
-7.15893,1,0.723599,2,3,0,7.6316,0.0688673,0.147035,2010,2011,2012,2013,-100,-50,150,500,4832.14
-8.50534,0.843833,0.723599,3,15,0,9.179,0.0171246,0.0487526,2010,2011,2012,2013,-100,-50,150,500,14361.8
-7.39875,0.863852,0.723599,1,3,0,10.6247,0.0608212,0.166391,2010,2011,2012,2013,-100,-50,150,500,3448.68
-8.04187,0.936766,0.723599,2,3,0,8.4284,0.0287394,0.175039,2010,2011,2012,2013,-100,-50,150,500,2441.36
-9.46126,0.961591,0.723599,6,63,0,9.9174,0.0158162,0.0255795,2010,2011,2012,2013,-100,-50,150,500,48683.3
-9.57173,1,0.723599,2,3,0,10.4353,0.0119748,0.0584003,2010,2011,2012,2013,-100,-50,150,500,9600.88
-9.85767,0.989374,0.723599,3,11,0,10.1995,0.0125676,0.0340219,2010,2011,2012,2013,-100,-50,150,500,21789
-7.12721,0.946311,0.723599,1,3,0,11.1908,0.0381628,0.138774,2010,2011,2012,2013,-100,-50,150,500,3803.97
-7.05946,0.984915,0.723599,2,3,0,7.37562,0.0350855,0.103545,2010,2011,2012,2013,-100,-50,150,500,5975.15
-7.0264,1,0.723599,2,3,0,7.08619,0.0368192,0.112893,2010,2011,2012,2013,-100,-50,150,500,5282.96
-7.0264,0.84657,0.723599,1,3,0,8.13043,0.0368192,0.112893,2010,2011,2012,2013,-100,-50,150,500,5282.96
-7.12592,0.959892,0.723599,2,3,0,7.40366,0.0763582,0.0888266,2010,2011,2012,2013,-100,-50,150,500,33805.9
-7.09846,0.978317,0.723599,3,11,0,7.41756,0.0363895,0.129635,2010,2011,2012,2013,-100,-50,150,500,4175.37
-6.94036,1,0.723599,2,3,0,7.12169,0.0686197,0.110215,2010,2011,2012,2013,-100,-50,150,500,9729.16
-9.13702,0.652614,0.723599,2,3,0,9.28526,0.0742546,0.193953,2010,2011,2012,2013,-100,-50,150,500,2893.61
-9.08182,0.930664,0.723599,2,3,0,10.5552,0.0909687,0.184786,2010,2011,2012,2013,-100,-50,150,500,3761.36
-7.8844,1,0.723599,2,3,0,9.33296,0.0399481,0.0312134,2010,2011,2012,2013,-100,-50,150,500,-53837
-7.13272,0.992839,0.723599,2,7,0,8.01149,0.0329573,0.117369,2010,2011,2012,2013,-100,-50,150,500,4719.74
-7.98267,0.914327,0.723599,2,3,0,8.18779,0.0190867,0.0720386,2010,2011,2012,2013,-100,-50,150,500,8200.01
-8.35919,0.905208,0.723599,3,15,0,9.57829,0.0209657,0.171358,2010,2011,2012,2013,-100,-50,150,500,2389.7
-7.45824,0.900866,0.723599,1,3,0,10.6477,0.0650019,0.042532,2010,2011,2012,2013,-100,-50,150,500,-20483.4
-7.57522,0.843483,0.723599,1,3,0,9.30091,0.0309358,0.159387,2010,2011,2012,2013,-100,-50,150,500,2864.3
-7.35135,1,0.723599,2,3,0,7.7521,0.0538747,0.0449782,2010,2011,2012,2013,-100,-50,150,500,-51478.3
-9.15633,0.838692,0.723599,2,3,0,9.3439,0.0326921,0.193562,2010,2011,2012,2013,-100,-50,150,500,2145.15
-7.32422,0.962626,0.723599,5,31,0,9.69345,0.0646799,0.0485481,2010,2011,2012,2013,-100,-50,150,500,-28202.3
-7.21604,0.927577,0.723599,1,3,0,8.22044,0.0653535,0.154739,2010,2011,2012,2013,-100,-50,150,500,4164.21
-7.55764,0.981406,0.723599,2,3,0,7.71353,0.045316,0.171347,2010,2011,2012,2013,-100,-50,150,500,2858.11
-8.91382,0.893092,0.723599,2,3,0,9.68894,0.0414617,0.0168182,2010,2011,2012,2013,-100,-50,150,500,-19627.8
-12.1878,0.66678,0.723599,2,3,0,12.7779,0.011304,0.195951,2010,2011,2012,2013,-100,-50,150,500,1856.28
-11.4403,0.972989,0.723599,2,7,0,12.9551,0.0106131,0.180296,2010,2011,2012,2013,-100,-50,150,500,2080.51
-9.48998,0.991737,0.723599,2,3,0,12.8827,0.012472,0.0497744,2010,2011,2012,2013,-100,-50,150,500,12151.5
-7.62995,1,0.723599,2,3,0,9.44401,0.0252521,0.146715,2010,2011,2012,2013,-100,-50,150,500,3100.99
-8.06437,0.937333,0.723599,1,1,0,8.10282,0.0216888,0.161115,2010,2011,2012,2013,-100,-50,150,500,2628.17
-7.84297,0.914813,0.723599,3,7,0,11.0395,0.0253487,0.161279,2010,2011,2012,2013,-100,-50,150,500,2695.78
-7.1439,1,0.723599,2,3,0,7.84275,0.0320073,0.104155,2010,2011,2012,2013,-100,-50,150,500,5662.17
-7.1439,0.816357,0.723599,1,3,0,8.71418,0.0320073,0.104155,2010,2011,2012,2013,-100,-50,150,500,5662.17
-7.29388,0.876,0.723599,2,3,0,8.41013,0.0810032,0.0847957,2010,2011,2012,2013,-100,-50,150,500,112015
-8.63751,0.826657,0.723599,2,7,0,8.82013,0.0254553,0.184956,2010,2011,2012,2013,-100,-50,150,500,2197.18
-11.2377,0.939558,0.723599,2,7,0,12.744,0.026067,0.011003,2010,2011,2012,2013,-100,-50,150,500,-32475.9
-11.1524,0.984603,0.723599,1,1,0,11.5688,0.0234582,0.0112614,2010,2011,2012,2013,-100,-50,150,500,-40089
-7.5753,0.98109,0.723599,2,3,0,11.3491,0.0535449,0.173474,2010,2011,2012,2013,-100,-50,150,500,2993.91
-7.41311,1,0.723599,2,3,0,7.63685,0.0611552,0.166914,2010,2011,2012,2013,-100,-50,150,500,3439.26
-7.82256,0.969932,0.723599,2,3,0,8.06107,0.0777649,0.0380768,2010,2011,2012,2013,-100,-50,150,500,-11699.9
-8.50354,0.969412,0.723599,2,3,0,8.90515,0.0538062,0.0194916,2010,2011,2012,2013,-100,-50,150,500,-14023.9
-8.09133,0.960996,0.723599,2,3,0,9.20829,0.0389631,0.182867,2010,2011,2012,2013,-100,-50,150,500,2448.21
-8.19399,0.962202,0.723599,3,15,0,8.97765,0.0590725,0.023315,2010,2011,2012,2013,-100,-50,150,500,-13358.8
-8.93373,0.638449,0.723599,3,11,0,11.8499,0.0964854,0.0649169,2010,2011,2012,2013,-100,-50,150,500,-13981.1
-7.52172,1,0.723599,2,3,0,9.36477,0.0310069,0.0536229,2010,2011,2012,2013,-100,-50,150,500,19902.9
-6.99387,1,0.723599,2,3,0,7.4716,0.0486974,0.0714997,2010,2011,2012,2013,-100,-50,150,500,19082.8
-8.71203,0.762724,0.723599,2,3,0,8.73581,0.0147761,0.150939,2010,2011,2012,2013,-100,-50,150,500,2741.88
-8.32445,0.966415,0.723599,2,7,0,9.6704,0.0860845,0.0335288,2010,2011,2012,2013,-100,-50,150,500,-8914.41
-7.88134,0.997724,0.723599,2,7,0,8.96544,0.0561097,0.181376,2010,2011,2012,2013,-100,-50,150,500,2825.1
-6.96825,0.979438,0.723599,2,3,0,8.29958,0.0489992,0.0744657,2010,2011,2012,2013,-100,-50,150,500,16989.9
-7.53329,0.558339,0.723599,3,7,0,9.95726,0.042536,0.0407189,2010,2011,2012,2013,-100,-50,150,500,-254054
-9.1453,0.895564,0.723599,2,3,0,9.4103,0.0737734,0.0159275,2010,2011,2012,2013,-100,-50,150,500,-8378.63
-7.35007,1,0.723599,2,3,0,9.19109,0.0640589,0.0469493,2010,2011,2012,2013,-100,-50,150,500,-26672
-6.85795,0.994683,0.723599,1,3,0,7.34895,0.0604173,0.100661,2010,2011,2012,2013,-100,-50,150,500,10234.1
-6.96712,0.962421,0.723599,1,3,0,7.08439,0.0429258,0.126212,2010,2011,2012,2013,-100,-50,150,500,4707.12
-7.50592,0.806772,0.723599,2,3,0,8.11278,0.0525741,0.0389051,2010,2011,2012,2013,-100,-50,150,500,-33900
-8.60229,0.91196,0.723599,2,7,0,8.81203,0.0849761,0.183972,2010,2011,2012,2013,-100,-50,150,500,3567.83
-9.44551,0.938007,0.723599,1,1,0,9.48594,0.0887292,0.191613,2010,2011,2012,2013,-100,-50,150,500,3386.26
-7.22929,1,0.723599,2,3,0,9.19389,0.0298075,0.115376,2010,2011,2012,2013,-100,-50,150,500,4672.67
-7.12625,1,0.723599,2,3,0,7.33596,0.03551,0.0790993,2010,2011,2012,2013,-100,-50,150,500,9833.2
-8.32586,0.638439,0.723599,2,5,0,10.5312,0.0935343,0.068153,2010,2011,2012,2013,-100,-50,150,500,-17281.2
-8.09635,0.980532,0.723599,3,7,0,9.08738,0.0187405,0.146113,2010,2011,2012,2013,-100,-50,150,500,2958.98
-8.02541,0.964175,0.723599,2,3,0,8.84244,0.0673277,0.0272878,2010,2011,2012,2013,-100,-50,150,500,-11839.5
-6.92951,1,0.723599,2,3,0,7.83948,0.0420159,0.108446,2010,2011,2012,2013,-100,-50,150,500,6102.97
-6.9808,0.99257,0.723599,2,3,0,7.02168,0.0711656,0.101493,2010,2011,2012,2013,-100,-50,150,500,13567
-8.03857,0.483927,0.723599,3,9,0,10.8017,0.029466,0.175747,2010,2011,2012,2013,-100,-50,150,500,2438.59
-8.22249,0.988465,0.723599,1,1,0,8.39004,0.0330575,0.182781,2010,2011,2012,2013,-100,-50,150,500,2352.05
-7.33446,0.900083,0.723599,2,3,0,10.0465,0.0525649,0.16414,2010,2011,2012,2013,-100,-50,150,500,3274.42
-8.22051,0.705729,0.723599,1,3,0,10.3444,0.0298624,0.0293553,2010,2011,2012,2013,-100,-50,150,500,-930609
-9.57198,1,0.723599,2,3,0,10.3676,0.0260237,0.194556,2010,2011,2012,2013,-100,-50,150,500,2042.36
-9.20505,0.958931,0.723599,2,7,0,11.3614,0.0186028,0.0239442,2010,2011,2012,2013,-100,-50,150,500,89276.7
-7.38794,0.994144,0.723599,2,7,0,9.07849,0.0551207,0.166649,2010,2011,2012,2013,-100,-50,150,500,3261.19
-7.71422,0.957714,0.723599,1,1,0,7.74489,0.0500368,0.177171,2010,2011,2012,2013,-100,-50,150,500,2803.87
-7.01314,1,0.723599,2,3,0,7.67097,0.0408156,0.0807764,2010,2011,2012,2013,-100,-50,150,500,10694
-7.59187,0.786526,0.723599,1,3,0,8.54217,0.0783582,0.161508,2010,2011,2012,2013,-100,-50,150,500,4425.35
-8.9675,0.934843,0.723599,2,3,0,9.28192,0.0908572,0.0270508,2010,2011,2012,2013,-100,-50,150,500,-7435.34
-9.1239,1,0.723599,2,3,0,9.63569,0.0817061,0.0178006,2010,2011,2012,2013,-100,-50,150,500,-7557.1
